Status,Move,Partner,Invoice Date,Due Date,Product Category,Product,Product Quantity,Unit Price,Untaxed Amount in Currency,Tax,Total in Currency
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[68015338] PrimeTaper Drill 3½ Ø3.25 short,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[68015337] PrimeTaper Drill 2½ Ø2.65 short,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[68015336] PrimeTaper Drill 6 Ø4.75 long,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[68015335] PrimeTaper Drill 5 Ø4.15 long,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[68015334] PrimeTaper Drill 4 Ø3.55 long,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[68015333] PrimeTaper Drill 3 Ø2.95 long,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[68015332] PrimeTaper Drill 2 Ø2.35 long,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[68015331] Drill 1 Ø1.9 long,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[68015330] PrimeTaper Drill 7 Ø5.35 short,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[68015329] PrimeTaper Drill 6 Ø4.75 short,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[68015328] PrimeTaper Drill 5 Ø4.15 short,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[68015327] PrimeTaper Drill 4 Ø3.55 short,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[68015326] PrimeTaper Drill 3 Ø2.95 short,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[68015325] PrimeTaper Drill 2 Ø2.35 short,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[68015324] Drill 1 Ø1.9 short,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Kit,[68015321] PrimeTaper Surgical Tray,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[68015198] PrimeTaper/Astra Tech Impl Depth Gauge,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[68015197] Instrument Extender,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[68015193] Implant Driver EV long,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[68015192] Implant Driver EV short,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[68015191] Implant Driver EV long,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[68015190] Implant Driver EV short,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[68015189] Implant Driver EV long,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00290 (S02934),Lucent Dental Center Company ???? ???? ????? ???????,2026-02-16,2026-02-16,BUSCH Carbide,[021565] 245 014 FG FINISHING BUR CARBIDE,4.00,39.00,156.00,0.00,156.00
Invoiced,INV/D/2026/00290 (S02934),Lucent Dental Center Company ???? ???? ????? ???????,2026-02-16,2026-02-16,BUSCH Carbide,[021562] 244 014 FG FINISHING BUR CARBIDE,4.00,33.00,132.00,0.00,132.00
Invoiced,INV/D/2026/00290 (S02934),Lucent Dental Center Company ???? ???? ????? ???????,2026-02-16,2026-02-16,BUSCH Carbide,[021257] 33L 010 FG FISS CONE LONG CC CARB,6.00,18.00,108.00,0.00,108.00
Invoiced,INV/D/2026/00290 (S02934),Lucent Dental Center Company ???? ???? ????? ???????,2026-02-16,2026-02-16,BUSCH Carbide,[021433] 44E 018 FG FIN EGG CARBIDE,2.00,30.00,60.00,0.00,60.00
Invoiced,INV/D/2026/00290 (S02934),Lucent Dental Center Company ???? ???? ????? ???????,2026-02-16,2026-02-16,BUSCH Carbide,[021458] 48L-UF 012 FG FIN ULTRA-FINE CARB,2.00,63.00,126.00,0.00,126.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[68015206] Hex Driver 35mm,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[68015352] PrimeTaper Direction Indicator,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Kit,[68015351] PrimeTaper Tap Ø5.4,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[68015350] PrimeTaper Tap Ø4.8,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[68015349] PrimeTaper Tap Ø4.2,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[68015348] PrimeTaper Tap Ø3.6,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[68015347] PrimeTaper Tap Ø3.0,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[68015346] PrimeTaper Drill 6½ Ø5.05 long,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[68015345] PrimeTaper Drill 5½ Ø4.45 long,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[68015344] PrimeTaper Drill 4½ Ø3.85 long,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[68015343] PrimeTaper Drill 3½ Ø3.25 long,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[68015342] PrimeTaper Drill 2½ Ø2.65 long,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[68015341] PrimeTaper Drill 6½ Ø5.05 short,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00279 (S02983),NOOR QUBA MEDICAL COMPLEX COMPANY ???? ???? ??? ????,2026-02-16,2026-03-18,KERR Items,[37217] SimpliShade Bulk Fill Flow Syringe,10.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00279 (S02983),NOOR QUBA MEDICAL COMPLEX COMPANY ???? ???? ??? ????,2026-02-16,2026-03-18,KERR Items,[37211] SimpliShade Bulk Fill Syringe,10.00,255.00,"2,550.00",0.00,"2,550.00"
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[68015340] PrimeTaper Drill 5½ Ø4.45 short,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[68015339] PrimeTaper Drill 4½ Ø3.85 short,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[68015338] PrimeTaper Drill 3½ Ø3.25 short,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[68015337] PrimeTaper Drill 2½ Ø2.65 short,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[68015336] PrimeTaper Drill 6 Ø4.75 long,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[68015335] PrimeTaper Drill 5 Ø4.15 long,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00288 (S02918),Afaq Clinic Medical Co. ???? ???? ????? ??????,2026-02-16,2026-03-18,Astra Dentsply / Tool,[68015324] Drill 1 Ø1.9 short,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00288 (S02918),Afaq Clinic Medical Co. ???? ???? ????? ??????,2026-02-16,2026-03-18,Astra Dentsply / Kit,[68015321] PrimeTaper Surgical Tray,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00287 (S02457),Mena Health Medical Company ???? ???? ????? ??????,2026-02-16,2026-02-28,KERR Items,[974-0059] Buchanan Hand Plugger - 2,4.00,384.00,"1,536.00",0.00,"1,536.00"
Invoiced,INV/D/2026/00287 (S02457),Mena Health Medical Company ???? ???? ????? ??????,2026-02-16,2026-02-28,KERR Items,[974-0058] Buchanan Hand Plugger-1,4.00,384.00,"1,536.00",0.00,"1,536.00"
Invoiced,INV/D/2026/00287 (S02457),Mena Health Medical Company ???? ???? ????? ??????,2026-02-16,2026-02-28,KERR Items,"[293] Finishing and Polishing Strips, F/XF 3.9mm",3.00,169.00,507.00,0.00,507.00
Invoiced,INV/D/2026/00287 (S02457),Mena Health Medical Company ???? ???? ????? ??????,2026-02-16,2026-02-28,KERR Items,"[290] Finishing and Polishing Strips, C/Medium 1.9mm",3.00,156.00,468.00,0.00,468.00
Invoiced,INV/D/2026/00287 (S02457),Mena Health Medical Company ???? ???? ????? ??????,2026-02-16,2026-02-28,KERR Items,"[823] Hawe Interdental wedges colour coded, ass./",3.00,58.00,174.00,0.00,174.00
Invoiced,INV/D/2026/00287 (S02457),Mena Health Medical Company ???? ???? ????? ??????,2026-02-16,2026-02-28,KERR Items,[37218] SimpliShade Bulk Fill Flow Unidose 20pk,6.00,340.00,"2,040.00",0.00,"2,040.00"
Invoiced,INV/D/2026/00287 (S02457),Mena Health Medical Company ???? ???? ????? ??????,2026-02-16,2026-02-28,KERR Items,[N83BC] FIBREKLEER 4X TAPERED 1.50 10PK,3.00,111.00,333.00,0.00,333.00
Invoiced,INV/D/2026/00287 (S02457),Mena Health Medical Company ???? ???? ????? ??????,2026-02-16,2026-02-28,KERR Items,[N83BA] FIBREKLEER 4X TAPERED 1.25 10PK,3.00,111.00,333.00,0.00,333.00
Invoiced,INV/D/2026/00287 (S02457),Mena Health Medical Company ???? ???? ????? ??????,2026-02-16,2026-02-28,KERR Items,"[N32FA] BUILD-IT FR A2 MINI MIX, 4pcs",3.00,364.00,"1,092.00",0.00,"1,092.00"
Invoiced,INV/D/2026/00287 (S02457),Mena Health Medical Company ???? ???? ????? ??????,2026-02-16,2026-02-28,KERR Items,[N69AB] TEMPSPAN C&B A1,3.00,196.00,588.00,0.00,588.00
Invoiced,INV/D/2026/00287 (S02457),Mena Health Medical Company ???? ???? ????? ??????,2026-02-16,2026-02-28,KERR Items,[972-1003] 25GA GUTTA PERCHA CARTRIDGE (LIGHT BODY) PK/10,3.00,323.00,969.00,0.00,969.00
Invoiced,INV/D/2026/00287 (S02457),Mena Health Medical Company ???? ???? ????? ??????,2026-02-16,2026-02-28,KERR Items,[973-0600-TYPEF] elements IC OBTURATION DUAL SYSTEM TYPE F (EU),3.00,"13,977.00","41,931.00",0.00,"41,931.00"
Invoiced,INV/D/2026/00287 (S02457),Mena Health Medical Company ???? ???? ????? ??????,2026-02-16,2026-02-28,KERR Items,[2800] Super-Bite Senso Assorted Kit,3.00,865.00,"2,595.00",0.00,"2,595.00"
Invoiced,INV/D/2026/00287 (S02457),Mena Health Medical Company ???? ???? ????? ??????,2026-02-16,2026-02-28,KERR Items,[195] OptiDisc Standard Mandrel Refill,2.00,124.00,248.00,0.00,248.00
Invoiced,INV/D/2026/00287 (S02457),Mena Health Medical Company ???? ???? ????? ??????,2026-02-16,2026-02-28,KERR Items,[4200] OptiDisc General Assorted Kit,2.00,390.00,780.00,0.00,780.00
Invoiced,INV/D/2026/00287 (S02457),Mena Health Medical Company ???? ???? ????? ??????,2026-02-16,2026-02-28,KERR Items,[2520] REFILL-OCCLUBRUSH ASSORTMENT,1.00,479.00,479.00,0.00,479.00
Invoiced,INV/D/2026/00287 (S02457),Mena Health Medical Company ???? ???? ????? ??????,2026-02-16,2026-02-28,KERR Items,[36519] OptiBond Universal Bottle Refill,2.00,265.00,530.00,0.00,530.00
Invoiced,INV/D/2026/00287 (S02457),Mena Health Medical Company ???? ???? ????? ??????,2026-02-16,2026-02-28,KERR Items,[5250] SoftClamp General Kit,1.00,204.00,204.00,0.00,204.00
Invoiced,INV/D/2026/00287 (S02457),Mena Health Medical Company ???? ???? ????? ??????,2026-02-16,2026-02-28,KERR Items,[5500] OptiView Standard Kit,1.00,164.00,164.00,0.00,164.00
Invoiced,INV/D/2026/00287 (S02457),Mena Health Medical Company ???? ???? ????? ??????,2026-02-16,2026-02-28,KERR Items,[850 S] Transparent Cervical Matrices soft ass.,3.00,396.00,"1,188.00",0.00,"1,188.00"
Invoiced,INV/D/2026/00287 (S02457),Mena Health Medical Company ???? ???? ????? ??????,2026-02-16,2026-02-28,KERR Items,[2150] SuperMat Assort.,1.00,561.00,561.00,0.00,561.00
Invoiced,INV/D/2026/00287 (S02457),Mena Health Medical Company ???? ???? ????? ??????,2026-02-16,2026-02-28,KERR Items,[34402] Vertise Flow A2 Refill EU,1.00,230.00,230.00,0.00,230.00
Invoiced,INV/D/2026/00287 (S02457),Mena Health Medical Company ???? ???? ????? ??????,2026-02-16,2026-02-28,KERR Items,[37217] SimpliShade Bulk Fill Flow Syringe,6.00,250.00,"1,500.00",0.00,"1,500.00"
Invoiced,INV/D/2026/00287 (S02457),Mena Health Medical Company ???? ???? ????? ??????,2026-02-16,2026-02-28,KERR Items,[37211] SimpliShade Bulk Fill Syringe,1.00,250.00,250.00,0.00,250.00
Invoiced,INV/D/2026/00287 (S02457),Mena Health Medical Company ???? ???? ????? ??????,2026-02-16,2026-02-28,KERR Items,"[37112] OptiShade Universal Composite Syringe, Medium",6.00,159.00,954.00,0.00,954.00
Invoiced,INV/D/2026/00286 (S02996),Sham Dental Clinics Company ???? ?????? ??? ??? ???????,2026-02-16,2026-02-28,Astra Dentsply / Fixture,[68011099] PrimeTaper EV Ø (M) x 11mm OsseoSpeed,10.00,550.00,"5,500.00",0.00,"5,500.00"
Invoiced,INV/D/2026/00286 (S02996),Sham Dental Clinics Company ???? ?????? ??? ??? ???????,2026-02-16,2026-02-28,Astra Dentsply / Fixture,[68011092] PrimeTaper EV Ø (S) x 11mm OsseoSpeed,10.00,550.00,"5,500.00",0.00,"5,500.00"
Invoiced,INV/D/2026/00285 (S02761),Lavi Medical Company ???? ???? ??????,2026-02-16,2026-02-28,KERR Items,[33351EU] TempBond Clear without Triclosan Automix Syringe,1.00,220.00,220.00,0.00,220.00
Invoiced,INV/D/2026/00284 (S02988),Diamond Specialized Dental Lab Co- ???? ???? ???? ?????? ???????,2026-02-16,2026-02-28,Astra Dentsply / Abutment,[68012025] TiDesign EV 3.6 Ø5.5-1.5 Tri,1.00,260.00,260.00,0.00,260.00
Invoiced,INV/D/2026/00283 (S02989),Downtown Clinic Medical Company ???? ???? ???? ????? ??????,2026-02-16,2026-03-18,KERR Items,[33685] TempBond NE Automix Syringe,2.00,220.00,440.00,0.00,440.00
Invoiced,INV/D/2026/00283 (S02989),Downtown Clinic Medical Company ???? ???? ???? ????? ??????,2026-02-16,2026-03-18,KERR Items,"[N32FA] BUILD-IT FR A2 MINI MIX, 4pcs",2.00,364.00,728.00,0.00,728.00
Invoiced,INV/D/2026/00282 (S02986),Asim Adel Al-Naaman Foundation ????? ???? ???? ???????,2026-02-16,2026-03-18,KERR Items,[33648] NX3 Light-Cure Syringe Clear,3.00,135.00,405.00,0.00,405.00
Invoiced,INV/D/2026/00282 (S02986),Asim Adel Al-Naaman Foundation ????? ???? ???? ???????,2026-02-16,2026-03-18,KERR Items,[33643] NX3 Automix Dual-Cure Syringe Clear,3.00,267.00,801.00,0.00,801.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[68015344] PrimeTaper Drill 4½ Ø3.85 long,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[68015343] PrimeTaper Drill 3½ Ø3.25 long,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[68015188] Implant Driver EV short,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[25775] TW EV Surgical Driver Handle,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[25774] Torque Wrench EV,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[68015349] PrimeTaper Tap Ø4.2,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[25772] Hex Driver Manual Long - 31mm,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[68015133] Guide Tool,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[68015198] PrimeTaper/Astra Tech Impl Depth Gauge,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[68015197] Instrument Extender,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[68015193] Implant Driver EV long,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[68015192] Implant Driver EV short,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[68015191] Implant Driver EV long,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[68015190] Implant Driver EV short,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[68015189] Implant Driver EV long,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[68015188] Implant Driver EV short,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[68015187] Implant Driver EV long,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[68015133] Guide Tool,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[68015347] PrimeTaper Tap Ø3.0,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00291 (S02958),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-02-16,2026-02-28,Astra Dentsply / Tool,[68015348] PrimeTaper Tap Ø3.6,2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[25775] TW EV Surgical Driver Handle,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[25774] Torque Wrench EV,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00289 (M.Elgayed),Dentex Medical Company,2026-02-16,2026-02-16,Astra Dentsply / Tool,[25772] Hex Driver Manual Long - 31mm,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00288 (S02918),Afaq Clinic Medical Co. ???? ???? ????? ??????,2026-02-16,2026-03-18,Astra Dentsply / Tool,[68015206] Hex Driver 35mm,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00288 (S02918),Afaq Clinic Medical Co. ???? ???? ????? ??????,2026-02-16,2026-03-18,Astra Dentsply / Tool,[68015346] PrimeTaper Drill 6½ Ø5.05 long,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00288 (S02918),Afaq Clinic Medical Co. ???? ???? ????? ??????,2026-02-16,2026-03-18,Astra Dentsply / Tool,[68015345] PrimeTaper Drill 5½ Ø4.45 long,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00288 (S02918),Afaq Clinic Medical Co. ???? ???? ????? ??????,2026-02-16,2026-03-18,Astra Dentsply / Tool,[68015344] PrimeTaper Drill 4½ Ø3.85 long,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00288 (S02918),Afaq Clinic Medical Co. ???? ???? ????? ??????,2026-02-16,2026-03-18,Astra Dentsply / Tool,[68015343] PrimeTaper Drill 3½ Ø3.25 long,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00288 (S02918),Afaq Clinic Medical Co. ???? ???? ????? ??????,2026-02-16,2026-03-18,Astra Dentsply / Tool,[68015342] PrimeTaper Drill 2½ Ø2.65 long,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00288 (S02918),Afaq Clinic Medical Co. ???? ???? ????? ??????,2026-02-16,2026-03-18,Astra Dentsply / Tool,[68015341] PrimeTaper Drill 6½ Ø5.05 short,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00288 (S02918),Afaq Clinic Medical Co. ???? ???? ????? ??????,2026-02-16,2026-03-18,Astra Dentsply / Tool,[68015340] PrimeTaper Drill 5½ Ø4.45 short,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00288 (S02918),Afaq Clinic Medical Co. ???? ???? ????? ??????,2026-02-16,2026-03-18,Astra Dentsply / Tool,[68015339] PrimeTaper Drill 4½ Ø3.85 short,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00288 (S02918),Afaq Clinic Medical Co. ???? ???? ????? ??????,2026-02-16,2026-03-18,Astra Dentsply / Tool,[68015338] PrimeTaper Drill 3½ Ø3.25 short,1.00,0.00,0.00,0.00,0.00
